행정구역,2023년04월_계_총인구수,2023년04월_계_연령구간인구수,2023년04월_계_0~9세,2023년04월_계_10~19세,2023년04월_계_20~29세,2023년04월_계_30~39세,2023년04월_계_40~49세,2023년04월_계_50~59세,2023년04월_계_60~69세,2023년04월_계_70~79세,2023년04월_계_80~89세,2023년04월_계_90~99세,2023년04월_계_100세 이상
부산광역시 사상구 주례제3동(2653066100),"12,488","12,488",553,962,"1,541","1,320","1,649","2,208","2,474","1,220",501,60,0
부산광역시 사상구 학장동(2653067000),"27,161","27,161","1,401","2,091","2,839","2,820","4,027","4,993","5,449","2,532",907,100,2
부산광역시 사상구 엄궁동(2653068000),"24,985","24,985","1,672","2,442","2,834","2,764","3,963","4,821","4,224","1,646",571,47,1
부산광역시 기장군 (2671000000),"179,371","179,371","16,590","18,792","16,695","22,985","33,579","26,138","23,647","13,835","6,199",881,30
부산광역시 기장군 기장읍(2671025000),"52,890","52,890","2,874","4,007","5,884","6,034","7,641","9,278","8,824","5,304","2,679",353,12
부산광역시 기장군 장안읍(2671025300),"8,821","8,821",388,404,932,"1,032","1,031","1,573","1,785","1,021",553,96,6
부산광역시 기장군 정관읍(2671025600),"80,830","80,830","9,581","11,666","6,511","10,537","19,023","9,827","7,311","4,489","1,637",244,4
부산광역시 기장군 일광읍(2671025900),"29,042","29,042","3,452","2,287","2,782","4,803","4,982","4,152","3,886","1,793",787,112,6
부산광역시 기장군 철마면(2671033000),"7,788","7,788",295,428,586,579,902,"1,308","1,841","1,228",543,76,2
대구광역시  (2700000000),"2,357,881","2,357,881","154,772","215,628","288,962","278,574","360,620","413,876","355,062","186,823","91,892","11,426",246
대구광역시 중구 (2711000000),"83,438","83,438","6,049","5,859","12,308","12,874","12,082","12,075","10,629","7,185","3,823",537,17
대구광역시 중구 동인동(2711051700),"8,369","8,369",300,468,"1,339","1,347","1,035","1,223","1,229",860,483,82,3
대구광역시 중구 삼덕동(2711054500),"6,307","6,307",324,372,"1,752","1,177",828,669,605,352,200,27,1
대구광역시 중구 성내1동(2711056500),"4,803","4,803",102,184,"1,524",833,480,548,522,366,203,40,1
대구광역시 중구 성내2동(2711057500),"5,061","5,061",226,254,984,802,580,704,702,515,257,36,1
대구광역시 중구 성내3동(2711058500),"4,860","4,860",564,276,495,866,788,652,633,386,182,18,0
대구광역시 중구 대신동(2711059500),"7,478","7,478",705,515,722,"1,068","1,180","1,167","1,099",657,320,43,2
대구광역시 중구 남산1동(2711064000),"4,376","4,376",194,265,821,569,573,643,626,429,229,27,0
대구광역시 중구 남산2동(2711065000),"7,304","7,304",769,549,897,"1,279","1,193","1,004",759,546,257,48,3
대구광역시 중구 남산3동(2711066000),"6,354","6,354",413,539,609,754,"1,037","1,022",924,652,356,48,0
대구광역시 중구 남산4동(2711067000),"15,985","15,985","1,504","1,394","1,604","2,410","2,483","2,389","2,018","1,388",711,79,5
대구광역시 중구 대봉1동(2711068000),"7,835","7,835",548,688,"1,049","1,013","1,156","1,282",926,645,464,64,0
대구광역시 중구 대봉2동(2711069000),"4,706","4,706",400,355,512,756,749,772,586,389,161,25,1
대구광역시 동구 (2714000000),"338,820","338,820","22,152","26,058","37,726","42,457","50,162","55,789","54,788","32,131","15,720","1,798",39
대구광역시 동구 신암1동(2714051000),"8,786","8,786",518,431,943,"1,019","1,118","1,450","1,523","1,068",649,65,2
대구광역시 동구 신암2동(2714052000),"10,082","10,082",824,854,847,"1,190","1,710","1,545","1,440","1,038",565,69,0
대구광역시 동구 신암3동(2714053000),"11,288","11,288","1,269",734,"1,073","1,967","1,676","1,673","1,522",886,434,52,2
대구광역시 동구 신암4동(2714054000),"10,931","10,931",301,533,"1,537","1,256","1,321","2,039","2,087","1,238",555,62,2
대구광역시 동구 신암5동(2714054100),"7,435","7,435",396,421,800,925,899,"1,288","1,397",838,435,36,0
대구광역시 동구 신천1.2동(2714055500),"12,305","12,305",555,796,"1,311","1,340","1,674","2,072","2,146","1,514",807,90,0
대구광역시 동구 신천3동(2714057000),"14,684","14,684","1,207","1,229","1,737","2,331","2,291","2,425","1,863","1,008",525,67,1
대구광역시 동구 신천4동(2714058000),"8,329","8,329",328,377,"1,375","1,366","1,096","1,269","1,294",817,359,46,2
대구광역시 동구 효목1동(2714059000),"13,005","13,005",382,654,"1,545","1,185","1,481","2,295","2,740","1,781",865,76,1
대구광역시 동구 효목2동(2714060000),"13,013","13,013",594,888,"1,505","1,464","1,776","2,144","2,372","1,460",714,94,2
대구광역시 동구 도평동(2714061500),"3,852","3,852",142,197,546,383,413,638,790,465,254,23,1
대구광역시 동구 불로.봉무동(2714062000),"20,850","20,850","1,746","2,369","2,041","2,345","3,829","3,300","2,903","1,562",656,97,2
대구광역시 동구 지저동(2714064000),"13,941","13,941",516,771,"1,569","1,422","1,611","2,576","3,043","1,611",744,76,2
대구광역시 동구 동촌동(2714065500),"15,101","15,101",688,824,"1,825","1,728","1,904","2,646","2,938","1,648",802,96,2
대구광역시 동구 방촌동(2714067000),"18,316","18,316",739,"1,192","2,085","1,767","2,161","3,439","3,655","2,048","1,103",121,6
대구광역시 동구 해안동(2714068500),"14,640","14,640",587,840,"1,679","1,492","1,776","2,597","2,853","1,817",894,102,3
대구광역시 동구 안심1동(2714072000),"40,688","40,688","2,903","3,611","4,434","4,794","6,412","6,517","6,583","3,523","1,707",201,3
대구광역시 동구 안심2동(2714073000),"12,235","12,235",708,702,"1,388","1,564","1,550","2,316","2,186","1,245",518,58,0
대구광역시 동구 안심3동(2714074200),"21,618","21,618","2,024","2,725","2,286","2,900","4,183","3,242","2,130","1,395",662,70,1
대구광역시 동구 안심4동(2714074700),"28,034","28,034","2,003","2,812","3,472","3,578","4,551","4,728","3,842","2,036",909,101,2
대구광역시 동구 혁신동(2714075500),"18,412","18,412","2,446","1,745","1,730","3,974","3,823","1,845","1,693",803,308,42,3
대구광역시 동구 공산동(2714076000),"21,275","21,275","1,276","1,353","1,998","2,467","2,907","3,745","3,788","2,330","1,255",154,2
대구광역시 서구 (2717000000),"158,907","158,907","6,066","9,447","17,379","16,429","19,795","30,116","32,427","17,998","8,359",872,19
대구광역시 서구 내당1동(2717051000),"10,094","10,094",607,514,"1,286","1,489","1,294","1,691","1,766",953,453,40,1
대구광역시 서구 내당2.3동(2717052500),"9,130","9,130",232,406,"1,007",835,"1,012","1,763","1,949","1,236",632,58,0
대구광역시 서구 내당4동(2717054000),"15,760","15,760",529,"1,010","1,941","1,870","1,999","2,792","3,088","1,682",749,98,2
대구광역시 서구 비산1동(2717055000),"9,188","9,188",214,560,912,820,"1,086","1,903","1,948","1,147",550,48,0
대구광역시 서구 비산2.3동(2717056500),"8,774","8,774",215,411,810,723,893,"1,664","1,947","1,318",733,59,1
대구광역시 서구 비산4동(2717058000),"9,354","9,354",277,475,"1,015",901,"1,134","1,873","2,019","1,129",482,48,1
대구광역시 서구 비산5동(2717059000),"5,754","5,754",148,269,517,518,620,"1,104","1,250",872,419,37,0
대구광역시 서구 비산6동(2717060000),"7,239","7,239",168,374,810,615,810,"1,503","1,620",856,438,43,2
대구광역시 서구 비산7동(2717061000),"9,367","9,367",316,445,919,947,"1,059","1,936","2,034","1,144",523,41,3
대구광역시 서구 평리1동(2717062000),"7,419","7,419",243,415,800,693,910,"1,445","1,544",861,453,54,1
대구광역시 서구 평리2동(2717063000),"7,614","7,614",470,575,744,801,"1,107","1,323","1,465",781,320,28,0
대구광역시 서구 평리3동(2717064000),"9,431","9,431",287,486,996,918,"1,145","1,840","2,114","1,106",482,57,0
대구광역시 서구 평리4동(2717065000),"17,255","17,255",963,"1,249","1,940","1,951","2,438","3,154","3,208","1,598",666,86,2
대구광역시 서구 평리5동(2717066000),"1,689","1,689",54,101,211,178,199,303,344,209,87,3,0
대구광역시 서구 평리6동(2717066100),"4,415","4,415",192,224,523,588,503,860,893,434,174,24,0
대구광역시 서구 상중이동(2717067500),"19,191","19,191",943,"1,584","2,199","1,929","2,694","3,569","3,738","1,729",700,100,6
대구광역시 서구 원대동(2717069500),"7,233","7,233",208,349,749,653,892,"1,393","1,500",943,498,48,0
대구광역시 남구 (2720000000),"141,640","141,640","6,005","8,771","18,805","16,787","18,512","23,606","24,464","15,191","8,382","1,099",18
대구광역시 남구 이천동(2720051500),"11,817","11,817",655,937,"1,129","1,157","1,792","1,983","1,807","1,351",864,142,0
대구광역시 남구 봉덕1동(2720053000),"8,725","8,725",263,455,"1,035","1,012","1,158","1,520","1,599",973,625,82,3
대구광역시 남구 봉덕2동(2720054000),"12,948","12,948","1,034","1,066","1,129","1,660","1,908","2,004","2,057","1,232",750,105,3
대구광역시 남구 봉덕3동(2720055000),"15,663","15,663",689,"1,140","1,823","1,592","2,160","2,675","2,773","1,680",979,150,2
대구광역시 남구 대명1동(2720056000),"10,798","10,798",392,715,"1,540","1,274","1,371","1,878","1,884","1,119",554,69,2
대구광역시 남구 대명2동(2720057100),"12,007","12,007",540,679,"2,293","1,776","1,433","1,805","1,686","1,109",612,74,0
대구광역시 남구 대명3동(2720058600),"10,393","10,393",254,542,"1,506","1,106","1,235","1,750","1,971","1,304",654,71,0
대구광역시 남구 대명4동(2720059000),"10,399","10,399",354,538,"1,416","1,109","1,134","1,837","2,144","1,201",593,71,2
대구광역시 남구 대명5동(2720060000),"5,841","5,841",168,356,"1,223",661,624,897,928,619,320,45,0
대구광역시 남구 대명6동(2720061000),"11,393","11,393",607,735,"1,554","1,550","1,646","1,915","1,795","1,011",513,65,2
대구광역시 남구 대명9동(2720064000),"14,832","14,832",567,823,"2,080","1,942","2,048","2,525","2,477","1,523",745,101,1
대구광역시 남구 대명10동(2720065000),"8,657","8,657",241,417,"1,168","1,014","1,076","1,429","1,610","1,039",596,65,2
대구광역시 남구 대명11동(2720066000),"8,167","8,167",241,368,909,934,927,"1,388","1,733","1,030",577,59,1
대구광역시 북구 (2723000000),"427,120","427,120","28,111","40,535","58,206","49,565","65,861","77,628","60,535","30,168","14,733","1,734",44
대구광역시 북구 고성동(2723051000),"4,630","4,630",314,312,453,659,645,724,736,514,236,36,1
대구광역시 북구 칠성동(2723052600),"22,883","22,883","1,969","2,125","2,606","3,312","4,057","3,307","2,809","1,642",926,125,5
대구광역시 북구 침산1동(2723055000),"3,905","3,905",135,183,395,402,423,762,932,446,199,26,2
대구광역시 북구 침산2동(2723056000),"18,244","18,244","1,796","2,315","1,872","2,258","3,481","2,884","1,972","1,071",532,60,3
대구광역시 북구 침산3동(2723057000),"19,224","19,224","1,448","2,099","2,083","1,957","3,190","3,435","2,647","1,517",763,81,4
대구광역시 북구 산격1동(2723061000),"8,672","8,672",175,381,775,682,887,"1,669","2,015","1,330",693,64,1
대구광역시 북구 산격2동(2723062000),"10,423","10,423",467,777,"1,382","1,102","1,279","2,062","1,887",970,450,46,1
대구광역시 북구 산격3동(2723063000),"9,156","9,156",204,484,"2,789","1,122",929,"1,137","1,273",791,377,50,0
대구광역시 북구 산격4동(2723063100),"8,117","8,117",240,434,"1,105",966,980,"1,352","1,599",940,441,59,1
대구광역시 북구 대현동(2723064500),"16,917","16,917",839,"1,152","2,814","1,765","2,340","2,632","2,617","1,700",939,117,2
대구광역시 북구 복현1동(2723067100),"7,431","7,431",127,318,"2,580",996,737,"1,019",985,446,200,23,0
대구광역시 북구 복현2동(2723067200),"30,747","30,747","2,219","3,130","4,251","4,025","4,738","5,289","4,321","1,838",818,116,2
대구광역시 북구 검단동(2723068000),"6,189","6,189",211,337,614,667,781,"1,047","1,343",773,379,37,0
대구광역시 북구 무태조야동(2723069500),"35,478","35,478","2,963","3,635","3,905","4,044","6,433","6,746","4,453","2,320",895,83,1
대구광역시 북구 관문동(2723071500),"35,395","35,395","3,820","3,318","3,268","5,019","6,425","5,802","4,751","2,061",811,118,2
대구광역시 북구 태전1동(2723072500),"21,815","21,815","1,037","1,698","3,878","2,486","2,755","3,970","3,465","1,611",801,110,4
대구광역시 북구 태전2동(2723073500),"23,796","23,796","1,288","2,213","3,406","2,536","3,373","4,561","3,730","1,790",815,82,2
대구광역시 북구 구암동(2723074500),"33,827","33,827","1,986","4,257","4,830","3,159","5,550","7,277","4,057","1,660",940,107,4
대구광역시 북구 관음동(2723075000),"15,785","15,785",656,"1,316","2,038","1,531","2,007","3,306","2,916","1,253",692,66,4
대구광역시 북구 읍내동(2723077000),"25,957","25,957","1,411","2,147","3,847","3,074","3,266","5,189","4,187","1,754",971,107,4
대구광역시 북구 동천동(2723078000),"27,113","27,113","1,747","3,697","3,923","2,586","4,761","5,849","2,597","1,193",692,68,0
대구광역시 북구 노원동(2723079000),"11,035","11,035",504,544,"1,057","1,343","1,389","1,993","2,379","1,313",459,54,0
대구광역시 북구 국우동(2723080000),"30,381","30,381","2,555","3,663","4,335","3,874","5,435","5,616","2,864","1,235",704,99,1
대구광역시 수성구 (2726000000),"409,419","409,419","26,409","47,795","48,742","40,514","66,828","74,474","56,047","30,379","15,937","2,240",54
대구광역시 수성구 범어1동(2726051000),"16,205","16,205","1,519","2,083","1,781","1,673","3,006","2,737","1,722","1,033",586,63,2
대구광역시 수성구 범어2동(2726052000),"14,975","14,975",900,"1,707","2,096","1,790","2,416","2,609","1,852","1,014",527,63,1
대구광역시 수성구 범어3동(2726053000),"17,165","17,165","1,983","2,230","1,906","2,140","3,468","2,826","1,439",766,360,45,2
대구광역시 수성구 범어4동(2726054000),"19,686","19,686","1,514","4,434","1,820","1,156","4,755","3,229","1,428",865,426,58,1
대구광역시 수성구 만촌1동(2726055000),"22,015","22,015","1,503","2,321","2,571","2,087","3,360","3,966","3,223","1,823","1,016",142,3
대구광역시 수성구 만촌2동(2726056000),"10,678","10,678",444,990,"1,640","1,185","1,425","2,013","1,603",859,461,57,1
대구광역시 수성구 만촌3동(2726056100),"19,872","19,872","1,146","3,835","2,352","1,251","4,173","3,777","1,766","1,005",500,66,1
대구광역시 수성구 수성1가동(2726057000),"17,205","17,205",984,"2,017","1,914","1,382","2,720","3,184","2,258","1,674",929,136,7
대구광역시 수성구 수성2.3가동(2726058000),"11,280","11,280",798,"1,607","1,168",844,"2,071","1,970","1,442",869,459,50,2
대구광역시 수성구 수성4가동(2726059000),"13,746","13,746",619,"1,234","1,698","1,317","1,812","2,783","2,203","1,261",716,100,3
대구광역시 수성구 황금1동(2726060100),"22,751","22,751","1,719","3,762","2,445","1,619","4,289","4,245","2,640","1,290",637,100,5
대구광역시 수성구 황금2동(2726060200),"11,996","11,996",797,950,"1,577","1,721","1,896","1,902","1,584","1,043",468,57,1
대구광역시 수성구 중동(2726061000),"12,731","12,731","1,020",916,"1,480","1,719","2,109","2,162","1,753","1,016",483,72,1
대구광역시 수성구 상동(2726062000),"15,513","15,513",755,"1,188","1,781","1,678","2,236","2,708","2,701","1,545",802,119,0
대구광역시 수성구 파동(2726063000),"11,951","11,951",785,950,"1,002","1,224","1,766","1,944","2,146","1,398",639,95,2
대구광역시 수성구 두산동(2726064000),"14,754","14,754",928,"1,108","2,190","2,130","2,287","2,751","1,971",915,412,61,1
대구광역시 수성구 지산1동(2726065100),"20,782","20,782",717,"1,529","2,754","2,088","2,619","3,960","3,670","2,145","1,130",167,3
대구광역시 수성구 지산2동(2726065200),"17,830","17,830",834,"1,628","2,096","1,694","2,453","3,358","3,162","1,593",883,127,2
대구광역시 수성구 범물1동(2726066100),"10,836","10,836",286,562,"1,048",845,"1,100","1,835","2,485","1,634",910,127,4
대구광역시 수성구 범물2동(2726066200),"16,725","16,725","1,124","1,756","1,844","1,727","2,645","3,009","2,787","1,242",501,86,4
대구광역시 수성구 고산1동(2726067000),"31,105","31,105","2,015","4,386","3,947","2,919","5,184","5,891","4,025","1,681",926,130,1
대구광역시 수성구 고산2동(2726068000),"27,672","27,672","2,087","2,987","3,406","3,208","4,277","5,011","3,803","1,779",964,146,4
대구광역시 수성구 고산3동(2726069000),"31,946","31,946","1,932","3,615","4,226","3,117","4,761","6,604","4,384","1,929","1,202",173,3
